FID,Id,SPECIES,DATEPLANT,Latitude,Longitude,Rootspace,nearest_st,tree_heigh,tree_sprea,Diameter_a,condition,tree_def_1,tree_def_2,are_over_h,tree_care_,tree_asset,age_class,collected_,date_of_in,inspected
842,0,ACER RUBRUM,2022.0,42.70971277,-71.14870572, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
843,0,ACER RUBRUM,2022.0,42.70966188,-71.14864965, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
844,0,QUERCUS RUBRA,2022.0,42.70960926,-71.14859169, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
845,0,QUERCUS RUBRA,2022.0,42.7092561,-71.14647207, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
846,0,QUERCUS RUBRA,2022.0,42.70916004,-71.14659685, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
847,0,QUERCUS RUBRA,2022.0,42.70909891,-71.14669786, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
848,0,QUERCUS RUBRA,2022.0,42.70911638,-71.14682859, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
849,0,QUERCUS RUBRA,2022.0,42.70902469,-71.1468167, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
850,0,QUERCUS RUBRA,2022.0,42.70902032,-71.14698308, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
851,0,QUERCUS RUBRA,2022.0,42.70897666,-71.14709004, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
852,0,BETULA NIGRA,2022.0,42.70901159,-71.14720293, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
853,0,BETULA NIGRA,2022.0,42.70882384,-71.14700685, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
854,0,BETULA NIGRA,2022.0,42.70879764,-71.14684641, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
855,0,HAMAMELIS VERNALIS,2022.0,42.70999398,-71.14782684, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
856,0,HAMAMELIS VERNALIS,2022.0,42.70912075,-71.14663844, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
857,0,HAMAMELIS VERNALIS,2022.0,42.70905525,-71.1467454, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
858,0,HAMAMELIS VERNALIS,2022.0,42.70884567,-71.14691772, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
859,0,HAMAMELIS VERNALIS,2022.0,42.7088675,-71.14707221, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
860,0,HAMAMELIS VERNALIS,2022.0,42.70994595,-71.14820713, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
861,0,HAMAMELIS VERNALIS,2022.0,42.70985863,-71.14822496, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
862,0,HAMAMELIS VERNALIS,2022.0,42.7098761,-71.14809423, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
863,0,HAMAMELIS VERNALIS,2022.0,42.70996342,-71.14802887, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
864,0,HAMAMELIS VERNALIS,2022.0,42.70989491,-71.14795034, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
865,0,HAMAMELIS VERNALIS,2022.0,42.70902469,-71.14760105, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
866,0,HAMAMELIS VERNALIS,2022.0,42.70956173,-71.14775554, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
867,0,HAMAMELIS VERNALIS,2022.0,42.7095399,-71.14758916, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
868,0,HAMAMELIS VERNALIS,2022.0,42.70969272,-71.14778525, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
869,0,HAMAMELIS VERNALIS,2022.0,42.70936962,-71.14742873, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
870,0,ACER RUBRUM,2022.0,42.70953764,-71.14850115, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
871,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70885877,-71.14676917, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
872,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70891117,-71.14665033, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
873,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70897666,-71.14653149, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
874,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70904652,-71.14642453, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
875,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70911638,-71.14631163, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
876,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70917314,-71.1462225, ,Storrow Park,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
877,0,PLATANUS ACERIFOLIA,2022.0,42.70781576,-71.18181629, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
878,0,PLATANUS ACERIFOLIA,2022.0,42.70871172,-71.18192325, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
879,0,ACER RUBRUM,2022.0,42.70825588,-71.18187334, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
880,0,ACER RUBRUM,2022.0,42.7088951,-71.18193038, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
881,0,QUERCUS ALBA,2022.0,42.70811441,-71.18185907, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
882,0,QUERCUS ALBA,2022.0,42.70770573,-71.18176638, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
883,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70791531,-71.18183055, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
884,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70838687,-71.1818876, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
885,0,LIQUIDAMBAR STYRACIFLUA,2022.0,42.70880603,-71.18192325, ,Reservoir St,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
886,0,QUERCUS ALBA,2022.0,42.70975699,-71.16027776, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
887,0,QUERCUS ALBA,2202.0,42.70988972,-71.16028726, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
888,0,PRUNUS SARGENTII,,42.71032983,-71.15997352, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
889,0,PRUNUS SARGENTII,,42.71017614,-71.159945, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , ,EL, , 
890,0,PRUNUS SARGENTII,,42.71035777,-71.15974535, ,North Common,15 to 20,15 to 20,2.0, <needs proofing>, , , <needs proofing>, , , , , , 
